KPI ID,timestamp,value,label
29dbcce8,1469376000.0,0.249685398,0.0
29dbcce8,1469376300.0,-0.29896664300000003,0.0
29dbcce8,1469376600.0,-0.43612965299999995,0.0
29dbcce8,1469376900.0,-0.29896664300000003,0.0
29dbcce8,1469377200.0,-0.29896664300000003,0.0
29dbcce8,1469377500.0,-0.23038513800000002,0.0
29dbcce8,1469377800.0,-0.29896664300000003,0.0
29dbcce8,1469378100.0,-0.43612965299999995,0.0
29dbcce8,1469378400.0,-0.29896664300000003,0.0
29dbcce8,1469378700.0,-0.23038513800000002,0.0
29dbcce8,1469379000.0,-0.23038513800000002,0.0
29dbcce8,1469379300.0,-0.36754814799999996,0.0
29dbcce8,1469379600.0,-0.23038513800000002,0.0
29dbcce8,1469379900.0,-0.43612965299999995,0.0
29dbcce8,1469380200.0,-0.36754814799999996,0.0
29dbcce8,1469380500.0,-0.504711158,0.0
29dbcce8,1469380800.0,-0.504711158,0.0
29dbcce8,1469381100.0,-0.6418741689999999,0.0
29dbcce8,1469381400.0,-0.5732926629999999,0.0
29dbcce8,1469381700.0,-0.7104556740000001,0.0
29dbcce8,1469382000.0,-0.779037179,0.0
29dbcce8,1469382300.0,-0.779037179,0.0
29dbcce8,1469382600.0,-0.779037179,0.0
29dbcce8,1469382900.0,-0.9162001890000001,0.0
29dbcce8,1469383200.0,-0.8476186840000001,0.0
29dbcce8,1469383500.0,-0.9162001890000001,0.0
29dbcce8,1469383800.0,-0.9162001890000001,0.0
29dbcce8,1469384100.0,-0.984781694,0.0
29dbcce8,1469384400.0,-1.053363199,0.0
29dbcce8,1469384700.0,-0.984781694,0.0
29dbcce8,1469385000.0,-1.053363199,0.0
29dbcce8,1469385300.0,-1.1219447040000001,0.0
29dbcce8,1469385600.0,-1.1219447040000001,0.0
29dbcce8,1469385900.0,-1.1219447040000001,0.0
29dbcce8,1469386200.0,-0.5732926629999999,0.0
29dbcce8,1469386500.0,-1.053363199,0.0
29dbcce8,1469386800.0,-1.053363199,0.0
29dbcce8,1469387100.0,-1.1219447040000001,0.0
29dbcce8,1469387400.0,-1.1219447040000001,0.0
29dbcce8,1469387700.0,-1.1905262090000002,0.0
29dbcce8,1469388000.0,-1.1219447040000001,0.0
29dbcce8,1469388300.0,-1.1905262090000002,0.0
29dbcce8,1469388600.0,-1.1905262090000002,0.0
29dbcce8,1469388900.0,-1.1905262090000002,0.0
29dbcce8,1469389200.0,-1.1905262090000002,0.0
29dbcce8,1469389500.0,-1.1905262090000002,0.0
29dbcce8,1469389800.0,-1.1905262090000002,0.0
29dbcce8,1469390100.0,-1.1905262090000002,0.0
29dbcce8,1469390400.0,-1.1905262090000002,0.0
29dbcce8,1469390700.0,-1.259107714,0.0
29dbcce8,1469391000.0,-1.1905262090000002,0.0
29dbcce8,1469391300.0,-1.259107714,0.0
29dbcce8,1469391600.0,-1.259107714,0.0
29dbcce8,1469391900.0,-1.259107714,0.0
29dbcce8,1469392200.0,-1.1905262090000002,0.0
29dbcce8,1469392500.0,-1.1905262090000002,0.0
29dbcce8,1469392800.0,-1.1905262090000002,0.0
29dbcce8,1469393100.0,-1.259107714,0.0
29dbcce8,1469393400.0,-1.1905262090000002,0.0
29dbcce8,1469393700.0,-1.259107714,0.0
29dbcce8,1469394000.0,-1.1219447040000001,0.0
29dbcce8,1469394300.0,-1.259107714,0.0
29dbcce8,1469394600.0,-1.1905262090000002,0.0
29dbcce8,1469394900.0,-1.259107714,0.0
29dbcce8,1469395200.0,-1.259107714,0.0
29dbcce8,1469395500.0,-1.1905262090000002,0.0
29dbcce8,1469395800.0,-1.1905262090000002,0.0
29dbcce8,1469396100.0,-1.259107714,0.0
29dbcce8,1469396400.0,-1.1905262090000002,0.0
